REG_NO,RATING,NUMBER,NAME,STREET1,STREET2,TOWN,COUNTY,TOWNLAND,BUILDINGTYPE,DATEFROM,DATETO,COMPOSITION,APPRAISAL,LINK_WEBRECORD,LINK_WEBIMAGE,LONG,LAT
11342006,Regional,,,Toberburr Road,,,Dublin,KILLEEK,house,1720,1780,"Detached six-bay single-storey thatched house, c.1750, with projecting entrance porch, c.1960.  Complex of farm buildings to south, c.1750 - 1850.ROOF: Double pitched thatched roof with a nap rendered chimney stack.  Double pitched slate and corrugated-",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342006_1.jpg,-6.29299132005748,53.446688707418
11342007,Regional,,Chapelmidway Bridge,,,,Dublin,LAURESTOWN,bridge,1780,1860,"Triple-arch rubble stone road bridge over river, c.1820, with curved cut waters.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342007_1.jpg,-6.30969188439347,53.454070122686
11342008,Regional,,Killreesk Bridge,,,,Dublin,KILREESK,bridge,1700,1800,"Double-arch rubble stone road bridge over river, c.1750, with concrete capping to parapet.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342008_1.jpg,-6.30142430228992,53.4356573609897
11342009,Regional,,,,,,Dublin,BRAZIL,post box,1900,1910,"Wall-mounted cast-iron post box, c.1905, with 'ER VII' monogram.  Door replaced c.1925, with harp monogram and 'S E' lettering.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342009_1.jpg,-6.26769315810498,53.4587789844883
11342010,National,,Killeek graveyard,Killeek,,Swords,Dublin,KILLEEK,graveyard/cemetery,1500,1700,"Medieval graveyard, with pre-1700 cut stone grave markers.  Rubble stone church, now in ruins.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342010_1.jpg,-6.2785579065364,53.4533468034954
11342011,Regional,,Killeek Bridge,,,,Dublin,KILLEEK,bridge,1890,1900,"Triple-arch red brick and rendered road bridge over river, built 1894, with granite triangular cut water and copings to parapet.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11342011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11342011_1.jpg,-6.27655201060984,53.4552947904647
11343002,Regional,,Millbridge,Bridge Street,,Swords,Dublin,TOWNPARKS (NS. BY.),bridge,1865,1875,"Single-arch rock faced limestone road bridge over river, c.1870, with ashlar limestone coping to parapet.  Plaque inscribed 'Erected in the memory of Peter Wilson who gave his life for Irish freedom in the rising of Easter Week 1916, Ar dheis De go raibh ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343002_1.jpg,-6.22175061520526,53.4592629101599
11343003,Regional,,Ard Druim,Church Road,,Swords,Dublin,TOWNPARKS (NS. BY.),house,1780,1820,"Detached two-bay two-storey house, c.1800, retaining original fenestration.  Three-bay two-storey lower wing to north.  Single-bay single-storey advanced porch to west elevation.ROOF: Hipped (pyramidal); slate; rolled lead ridge tiles; roughcast chimney",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343003_1.jpg,-6.22275833915433,53.4585680120378
11343004,Regional,,The Old Vicarage,Church Road,,Swords,Dublin,SWORDS GLEBE,apartment/flat (converted),1650,1700,"Detached three-bay two-storey former vicarage, c.1675, with projecting two-bay two-storey block attached to right-hand side.  Gable-fronted (possibly) former chapel attached to left-hand side.  Three-bay single-storey return with half-dormer attic added t",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343004_1.jpg,-6.22293019905092,53.4580583636734
11343005,Regional,,,Main Street,,Swords,Dublin,ST. MARGARET'S,house,1890,1900,"Detached three-bay two-storey red brick former curate's house, c.1895, with single-bay recessed entrance bay to right, having open internal porch.  Refenestrated, c.1990.Cut-stone plaque ROOF: Hipped to left with gable; slate; red clay ridge tiles; fini",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343005,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343005_1.jpg,-6.22128292375725,53.4578451323706
11343006,Regional,26,,Church Road,,Swords,Dublin,KILLEEK,house,1865,1875,"Detached three-bay single-storey ashlar limestone Tudor style sexton's house, c.1870, with central single-bay projecting porch on a triangular plan.  Designed by James Bell.  Refenestrated and extended to rear, c.1970, comprising single-bay single-storey ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343006,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343006_1.jpg,-6.22397481340664,53.4579211405867
11343007,National,,Saint Columba's Church of Ireland Church,Church Road,,Swords,Dublin,SWORDS GLEBE,church/chapel,1810,1820,"Detached gable-fronted ashlar limestone Gothic style single-cell Church of Ireland church, c.1815.  Designed by Francis Johnston.  Six-bay side elevations having stepped buttresses, pinnacles and crenellated roof parapet.ROOF: Gable-fronted behind crene",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343007,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343007_1.jpg,-6.22413160756328,53.4574112665528
11343008,Regional,49,,Main Street,,Swords,Dublin,ABBEYVILLE,building misc,1890,1900,"Terraced three-bay two-storey red brick dispensary, c.1895.ROOF: Hipped pyramidal; slate; rolled lead ridge tiles; red brick central and secondary chimney stack;  yellow clay pots; cast-iron rainwater goods. WALLS: Red brick; Flemish bond limestone quoi",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343008,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343008_1.jpg,-6.22119337015144,53.457466383035
11343009,Regional,,National Irish Bank,Main Street,,Swords,Dublin,BRAZIL,bank/financial institution,1910,1930,"Detached five-bay single-storey ashlar granite bank, c.1920, with single-bay single-storey flat-roofed return to rear.ROOF: Hipped behind parapet wall; concrete ridge tiles; cast-iron rainwater goods; flat-roof to return. WALLS: Granite ashlar to front ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343009,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343009_1.jpg,-6.22075887492365,53.4570555364842
11343010,Regional,,Saint Colmcille's Roman Catholic Church,Chapel Lane,,Swords,Dublin,KILLEEK,church/chapel,1820,1840,"Detached three-bay gable-fronted single-cell Roman Catholic church, c.1830, with single-bay central breakfront having two-stage tower and spire.  Three-bay to side elevation of nave.  Extended to  east, c.1880, with chancel and sacristy.  Refenestrated, c",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343010,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343010_1.jpg,-6.21701489777517,53.4576556796699
11343011,Regional,,Dublin Metropolitan Police Station (former),Church Road,,Swords,Dublin,SWORDS GLEBE,garda station/constabulary barracks,1810,1830,"Detached five-bay three-storey rubble stone built former Dublin Metropolitan Police station, c.1820, on a T-shaped plan with single-bay three-storey return to rear.  Re-roofed and refenestrated, c.1980, to accommodate use as offices.ROOF: Double-pitched",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343011,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343011_1.jpg,-6.2235244011464,53.4568091545561
11343012,Regional,,Old School House Restaurant,Well Road,,Swords,Dublin,KILLEEK,restaurant,1830,1840,"Detached three-bay single-storey Tudor style former school house with dormer attic, c.1835, on a T-shaped plan with gabled central bay.  Design attributed to architect Frederick Darley.Three-bay single-storey rubble stone return to rear.  Renovated and ex",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343012,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343012_1.jpg,-6.22286685812027,53.4566915389541
11343013,Regional,,,Well Road,,Swords,Dublin,TOWNPARKS (NS. BY.),holy well,1980,1990,"Freestanding single-bay single-storey gable-fronted rubble stone building, c.1985, over holy well with square-headed door opening approached by flight of steps.  Freestanding cast-iron water pump, c.1890.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343013,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343013_1.jpg,-6.22271819637183,53.4559255102713
11343014,Regional,,Old Borough National School (former),Main Street,,Swords,Dublin,TOWNPARKS (NS. BY.),office,1800,1820,"Detached nine-bay two-storey former national school house, c.1810, on a T-shaped plan. Attributed to architect Francis Johnston.  Pair of single-bay single-storey projecting porches to front and three-bay two-storey return to rear.  Now in use as offices.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343014,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343014_1.jpg,-6.15575763916981,53.4522951682952
11343015,Regional,,,Church Road,,Swords,Dublin,TOWNPARKS (NS. BY.),water pump,1880,1900,"Cast-iron water pump, c.1890, now missing parts. Cast-iron plaque with inscribed Tonge and Taggart insignia. Freestanding cut stone trough to left-hand side.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343015,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343015_1.jpg,-6.22284111660658,53.4551455516254
11343016,Regional,,,Dublin Road,,Swords,Dublin,TOWNPARKS (NS. BY.),bridge,1880,1920,"Single-arch coursed cut stone road bridge over river, c.1900.",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343016,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343016_1.jpg,-6.22290917974463,53.4549578563634
11343017,Regional,,"M. R. Taylor, 'The Star'",Main Street,,Swords,Dublin,TOWNPARKS (NS. BY.),bank/financial institution,1900,1920,"End-of-terrace five-bay two-storey ashlar granite former bank, c.1910, with pilasters to ground floor and pair of single-bay single-storey bowed oriel windows.  In use as public house. Decorative roof parapet to first floor.  Renovated and extended to rea",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343017,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343017_1.jpg,-6.21980835666083,53.4585420451571
11343018,Regional,,Brackenstown House,,,Swords,Dublin,BRACKENSTOWN,country house,1910,1920,"Detached seven-bay two-storey house, dated 1915, on an irregular plan, originally over basement.  Three-bay central recess with colonnaded ground floor.  Wing to right incorporating cut-sandstone portico of earlier house, c.1720.  Renovated and extended o",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343018,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343018_1.jpg,-6.25388988944599,53.4564932002942
11343019,Regional,,Glenview House,Brackenstown Road,,Swords,Dublin,WINDMILL LANDS,house,1820,1840,"Detached three-bay two-storey over part-raised basement house, c.1830, retaining original fenestration to ground floor.  Central entrance approached by flight of steps, and single-bay single-storey canted bay windows to basement level.  Renovated and exte",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343019,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343019_1.jpg,-6.22630794107911,53.4564910883673
11343021,Regional,,Saint Finian's Roman Catholic Church,Brackenstown Road,,Swords,Dublin,WINDMILL LANDS,church/chapel,1985,1995,"Detached single-storey polygonal Roman Catholic church, built 1990, with roof light surrounded by curved screen. Foundation stone laid by the Most Reverend Desmond Connell D.D. Archbishop of Dublin, Sunday December 2nd 1990.ROOF: Sheet metal. WALLS: Rou",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11343021,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11343021_1.jpg,-6.23792535561736,53.4591701822032
11344001,Regional,1 - 12,Saint James' Terrace Upper,,,Malahide,Dublin,MALAHIDE,garda station/constabulary barracks,1820,1850,"Group of twelve terraced double-pile two-bay two- and three-storey over basement houses, c.1835, with door openings approached by flights of steps.  Individually renovated and extended, c.1950 to present with some retaining original fenestration and cast-",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11344001,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11344001_1.jpg,-6.1519537164695,53.4514905043908
11344002,Regional,,Malahide Carnegie Free Library,The Mall,,Malahide,Dublin,MALAHIDE,library/archive,1905,1915,"Detached four-bay two-storey red brick Carnegie Free library, built 1909, with three-bay Dutch gable-fronted projecting bay to left-hand side and single-bay recessed end bay to right-hand side.  Renovated, c.1975, with single-bay single-storey projecting ",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11344002,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11344002_1.jpg,-6.15242587407434,53.4506710823193
11344003,Regional,,,The Mall,,Malahide,Dublin,MALAHIDE,house,1890,1930,"Semi-detached two-bay two-storey gabled-fronted red brick house, c.1910, with single-bay single-storey gabled projecting entrance porch to ground floor.ROOF: Gable-fronted; slate; red clay ridge tiles; diagonally-set red brick chimney stacks; yellow cla",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11344003,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11344003_1.jpg,-6.1527599558182,53.4506043609368
11344004,Regional,,Kileen Terrace,Dublin Road,,Malahide,Dublin,MALAHIDE,house,1820,1850,"Group of four terraced three-bay three-storey over basement houses, c.1835, retaining original fenestration, with full-height canted terminating bays to end houses.  Individually renovated and extended, c.1970 to the present.ROOF: Double-pitched natural",,http://www.buildingsofireland.ie/niah/search.jsp?type=record&county=FI&regno=11344004,http://www.buildingsofireland.ie/niah/images/survey_specific/fullsize/11344004_1.jpg,-6.15517293934554,53.4501564126924
